framework_key,framework_name,requirement_key,title,category,requirement_type,description,source_reference,measurement_key,evidence_types,verification_mode,verification_label,verification_guidance,canonical_control_key,canonical_control_name,mapping_status,mapping_type,mapping_confidence,mapping_basis,mapping_review_status,mapping_limitation,mapping_next_step,assessment_granularity,assessment_methods,scoring_model,required_artifacts,audit_boundary,authority_statement,assessment_method_reference,assessment_objective,applicability,pass_criteria,partial_criteria,fail_criteria,level_1,level_2,level_3,level_4
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ir,Incident Response,Incident Response,Control,"Establish and operate an incident response capability for detecting, reporting, analyzing, and responding to incidents.",CMMC 2.0 Level 2: IR,,incident_response_plan; incident_record; exercise_record,hybrid,Document + Splunk tracking,"Review the response plan and confirm current alert, incident, escalation, and exercise evidence.",category.incident-response,Incident Response,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Incident Response domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ma,Maintenance,Maintenance,Control,Perform controlled maintenance and monitor maintenance tools and personnel.,CMMC 2.0 Level 2: MA,,maintenance_policy; maintenance_records; remote_access_logs,hybrid,Document + Splunk tracking,"Review the maintenance procedure and sample records or logs for authorization, monitoring, and completion.",category.maintenance,Maintenance,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Maintenance domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.mp,Media Protection,Media Protection,Control,Protect and sanitize digital and non-digital media containing CUI.,CMMC 2.0 Level 2: MP,,media_policy; media_inventory; sanitization_record,document,Document review,"Review approved media handling, transport, storage, sanitization, and disposal procedures and records.",category.media-protection,Media Protection,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Media Protection domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.pe,Physical Protection,Physical Protection,Control,"Limit physical access and protect systems, facilities, and support infrastructure.",CMMC 2.0 Level 2: PE,,physical_security_policy; visitor_log; facility_test,document,Document review,"Review approved physical security procedures and current access, visitor, environmental, and facility test records.",category.physical-protection,Physical Protection,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Physical Protection domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ps,Personnel Security,Personnel Security,Control,"Screen personnel and manage access changes when personnel are assigned, transferred, or terminated.",CMMC 2.0 Level 2: PS,,personnel_security_policy; screening_record; termination_checklist,document,Document review,"Review the personnel security procedure and sample screening, transfer, and termination records.",category.personnel-security,Personnel Security,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Personnel Security domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.ra,Risk Assessment,Risk Assessment,Control,"Periodically assess risk to organizational operations, assets, individuals, and other organizations.",CMMC 2.0 Level 2: RA,,risk_assessment; risk_register; threat_assessment,hybrid,Document + Splunk tracking,"Review the current risk assessment and register, then confirm material risks have owners and treatment decisions.",category.risk-assessment,Risk Assessment,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the Risk Assessment domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.sc,System and Communications Protection,Communications Protection,Control,"Monitor, control, and protect communications at external and key internal boundaries.",CMMC 2.0 Level 2: SC,,network_architecture; encryption_configuration; firewall_review,technical,Splunk tracking,"Use network tracking to show protected flows, boundary controls, encryption, and unresolved exceptions.",category.communications-protection,Communications Protection,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the System and Communications Protection domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
cmmc-2.0-level-2,CMMC 2.0 Level 2,cmmc.si,System and Information Integrity,System Integrity,Control,"Identify, report, and correct flaws, malicious code, and unauthorized changes.",CMMC 2.0 Level 2: SI,,vulnerability_report; malware_alerts; integrity_monitoring,technical,Splunk tracking,"Use Splunk tracking to show vulnerability, malware, integrity, and remediation status for in-scope systems.",category.system-integrity,System Integrity,provisional,rollup,medium,CMMC domain names and the NIST SP 800-171 practice families align to shared capability areas.,approved_for_rollup,"Domain rows are not CMMC practices. Level 2 assessment requires practice-level evidence, scoring, and the applicable assessment methodology.","Add practice identifiers, assessment objectives, scoring rules, and C3PAO/self-assessment applicability.",Security Requirement Objective,"CMMC assessment objectives using Examine, Interview, and Test",MET/NOT MET with CMMC scoring and POA&M eligibility rules,CMMC Assessment Scope; SSP and version; evidence/artifact inventory; assessor results; POA&M where allowed,This app supports readiness and self-assessment preparation; only the authorized assessment path can establish CMMC status,Domain-level rows are roll-up navigation until requirement objective content is loaded,CMMC Level 2 Assessment Guide and applicable CAP procedures,Determine whether the System and Information Integrity domain practices and applicable requirement objectives are MET for the CMMC Assessment Scope.,"Apply to the CMMC Assessment Scope, SSP version, CUI assets, and applicable external service providers.","Applicable requirement objectives are MET through Examine, Interview, and Test evidence and the result is documented for the assessor.","Readiness evidence exists but one or more objectives, scope links, or artifact reviews remain incomplete; do not treat this as certification.",One or more applicable objectives are NOT MET or cannot be demonstrated for the defined scope.,,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7012.covered-information,Safeguard covered defense information,7012,Obligation,Identify covered defense information and protect it on covered contractor information systems using the contractually applicable security requirements.,DFARS 252.204-7012(b),,data_flow; system_security_plan; control_evidence,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7012,7012,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Safeguard covered defense information obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7012.incident-reporting,Report cyber incidents,7012,Obligation,"Maintain the capability to identify, report, preserve, and support investigation of reportable cyber incidents within the required contract timeline.",DFARS 252.204-7012(c),,incident_record; reporting_procedure; preservation_record,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7012,7012,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Report cyber incidents obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7012.evidence-preservation,Preserve incident evidence,7012,Obligation,"Preserve images, relevant monitoring data, and other information needed for DoD forensic analysis after a reportable incident.",DFARS 252.204-7012(c)(1)-(2),,retention_policy; preservation_record; restore_test,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7012,7012,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Preserve incident evidence obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7019.assessment,Maintain NIST assessment status,7019,Obligation,Maintain the current NIST SP 800-171 DoD Assessment result and the contractual assessment evidence required for the covered system.,DFARS 252.204-7019,,assessment_result; system_security_plan; score_record,document,Document review,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7019,7019,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Maintain NIST assessment status obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7020.access,Support DoD assessment access,7020,Obligation,"Maintain the system, records, and personnel access needed to support a DoD assessment when the clause applies.",DFARS 252.204-7020,,assessment_plan; access_record; system_security_plan,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7020,7020,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Support DoD assessment access obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7020.flowdown,Flow down applicable requirements,Supply chain,Obligation,Identify subcontractors and suppliers that receive covered information and document applicable clause flowdown and evidence responsibilities.,DFARS 252.204-7012 and 252.204-7020 flowdown provisions,,subcontract_register; flowdown_clause; supplier_attestation,document,Document review,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.supply-chain,Supply chain,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Flow down applicable requirements obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
dfars-cyber-clauses,DFARS Cybersecurity Clauses,dfars.7021.cmmc,Determine CMMC applicability,7021,Obligation,"Determine whether the contract requires CMMC and retain the applicable level, scope, affirmation, and assessment evidence.",DFARS 252.204-7021 and DFARS 204.7504,,contract_review; cmmc_scope; assessment_result,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.7021,7021,provisional,contextual,medium,"DFARS cyber clauses establish contract-specific obligations for covered information, reporting, assessment, and CMMC applicability.",approved_for_rollup,Clause applicability and flowdown are contract-specific legal determinations; rows do not establish compliance or a DoD assessment score.,"Attach the contract, clause version, covered system boundary, flowdown register, and required assessment/reporting evidence.",Contract clause obligation and covered system evidence,Contract applicability review; document review; interview; technical evidence; incident and assessment record review,"Contractual obligation status with applicability, evidence, reporting, and remediation state",Contract and flowdown register; covered system boundary; SSP; incident records; NIST assessment; CMMC applicability evidence,DFARS status is contract-specific; this app does not determine legal applicability or create a DoD assessment result,Rows are foundational clause obligations and require contract-specific applicability review,"DFARS 252.204-7012, 252.204-7019, 252.204-7020, and 252.204-7021",Determine whether the Determine CMMC applicability obligation is applicable to the contract and is implemented with current contractual and technical evidence.,"Apply only when the contract, solicitation, subcontract, or flowdown invokes the applicable DFARS clause; record clause text, contract scope, and covered information system boundary.","The applicable clause obligation is mapped to an accountable owner, current evidence, required reporting or assessment records, and documented exceptions.","The obligation is recognized and partly implemented, but clause applicability, flowdown, evidence, reporting, or remediation is incomplete.","The obligation is applicable but cannot be demonstrated, required reporting or preservation is not operational, or the covered boundary is undefined.",,,,
fisma-rmf,FISMA / NIST RMF,fisma.categorize,Categorize the information system,RMF,Obligation,"Document the system, information types, impact levels, and authorization boundary.",FIPS 199 and NIST SP 800-60 / RMF Prepare-Categorize,,system_security_plan; security_categorization; authorization_boundary,document,Document review,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.rmf,RMF,provisional,contextual,medium,"FISMA and the NIST RMF define federal risk-management activities that organize control selection, assessment, authorization, and monitoring.",approved_for_rollup,"FISMA/RMF is an overlay and process model, not a replacement for the selected NIST control catalog or agency policy.","Bind each system to agency policy, FIPS 199 categorization, selected SP 800-53 baseline, and current authorization evidence.","RMF task, control implementation, assessment result, and authorization decision","NIST RMF Prepare, Categorize, Select, Implement, Assess, Authorize, and Monitor activities",Agency-defined risk and authorization decision; no universal Splunk pass score,System security plan; categorization; baseline/tailoring; assessment results; authorization decision; POA&M; monitoring plan,FISMA/RMF rows support readiness and evidence management; agency officials and authorizing officials determine status,"Rows are foundational RMF obligations and must be bound to agency policy, system boundary, and selected controls",NIST SP 800-37 Rev. 2 and SP 800-53A assessment procedures,"Determine whether the Categorize the information system RMF/FISMA activity is defined, performed, and supported for the assessed federal information system.","Apply to the federal information system and organizational risk context in scope; document system categorization, authorization boundary, and agency-specific policy.","The applicable RMF activity is approved or operating, current evidence is attributable to the system, and open risks are owned and tracked.","The activity is documented or partly operating, but approval, evidence freshness, system boundary, or risk tracking is incomplete.","The activity is absent, materially overdue, or cannot be demonstrated for the defined system boundary.",,,,
fisma-rmf,FISMA / NIST RMF,fisma.select,Select and tailor controls,RMF,Obligation,"Select, tailor, and document the applicable controls and enhancements for the system baseline.",NIST SP 800-53B and RMF Select,,control_baseline; tailoring_record; organization_defined_parameters,document,Document review,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.rmf,RMF,provisional,contextual,medium,"FISMA and the NIST RMF define federal risk-management activities that organize control selection, assessment, authorization, and monitoring.",approved_for_rollup,"FISMA/RMF is an overlay and process model, not a replacement for the selected NIST control catalog or agency policy.","Bind each system to agency policy, FIPS 199 categorization, selected SP 800-53 baseline, and current authorization evidence.","RMF task, control implementation, assessment result, and authorization decision","NIST RMF Prepare, Categorize, Select, Implement, Assess, Authorize, and Monitor activities",Agency-defined risk and authorization decision; no universal Splunk pass score,System security plan; categorization; baseline/tailoring; assessment results; authorization decision; POA&M; monitoring plan,FISMA/RMF rows support readiness and evidence management; agency officials and authorizing officials determine status,"Rows are foundational RMF obligations and must be bound to agency policy, system boundary, and selected controls",NIST SP 800-37 Rev. 2 and SP 800-53A assessment procedures,"Determine whether the Select and tailor controls RMF/FISMA activity is defined, performed, and supported for the assessed federal information system.","Apply to the federal information system and organizational risk context in scope; document system categorization, authorization boundary, and agency-specific policy.","The applicable RMF activity is approved or operating, current evidence is attributable to the system, and open risks are owned and tracked.","The activity is documented or partly operating, but approval, evidence freshness, system boundary, or risk tracking is incomplete.","The activity is absent, materially overdue, or cannot be demonstrated for the defined system boundary.",,,,
fisma-rmf,FISMA / NIST RMF,fisma.implement,Implement controls,RMF,Obligation,Implement and document the controls within the approved system boundary.,NIST SP 800-53 and RMF Implement,,control_implementation; configuration_state; operating_procedure,hybrid,Document + Splunk tracking,"Use the check detail page to review evidence, record the assessment, and document any exception.",category.rmf,RMF,provisional,contextual,medium,"FISMA and the NIST RMF define federal risk-management activities that organize control selection, assessment, authorization, and monitoring.",approved_for_rollup,"FISMA/RMF is an overlay and process model, not a replacement for the selected NIST control catalog or agency policy.","Bind each system to agency policy, FIPS 199 categorization, selected SP 800-53 baseline, and current authorization evidence.","RMF task, control implementation, assessment result, and authorization decision","NIST RMF Prepare, Categorize, Select, Implement, Assess, Authorize, and Monitor activities",Agency-defined risk and authorization decision; no universal Splunk pass score,System security plan; categorization; baseline/tailoring; assessment results; authorization decision; POA&M; monitoring plan,FISMA/RMF rows support readiness and evidence management; agency officials and authorizing officials determine status,"Rows are foundational RMF obligations and must be bound to agency policy, system boundary, and selected controls",NIST SP 800-37 Rev. 2 and SP 800-53A assessment procedures,"Determine whether the Implement controls RMF/FISMA activity is defined, performed, and supported for the assessed federal information system.","Apply to the federal information system and organizational risk context in scope; document system categorization, authorization boundary, and agency-specific policy.","The applicable RMF activity is approved or operating, current evidence is attributable to the system, and open risks are owned and tracked.","The activity is documented or partly operating, but approval, evidence freshness, system boundary, or risk tracking is incomplete.","The activity is absent, materially overdue, or cannot be demonstrated for the defined system boundary.",,,,
